Номер заявки,Область,Район хозяйства,Направление водства,Причитающая сумма,Норматив,Статус заявки,score,score_pct,рекомендация,ранг_в_области
2200100374334.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,3000000.0,300.0,Исполнена,0.9487898722103444,94.9,✅ Рекомендовать,347
2200100376773.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,3075000.0,300.0,Исполнена,0.9487898722103444,94.9,✅ Рекомендовать,347
5601000371129.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,8122400.0,80.0,Одобрена,0.9487868501284623,94.9,✅ Рекомендовать,146
5601000330666.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,7248720.0,80.0,Одобрена,0.9487868501284623,94.9,✅ Рекомендовать,146
5601000357602.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,7502320.0,80.0,Одобрена,0.9487868501284623,94.9,✅ Рекомендовать,146
1400100280000.0,Костанайская область,Денисовский район,Субсидирование в скотоводстве,840000.0,10000.0,Исполнена,0.9487722961871503,94.9,✅ Рекомендовать,349
1300100316191.0,Атырауская область,Курмангазинский район,Субсидирование в скотоводстве,5640000.0,15000.0,Исполнена,0.9486001742581271,94.9,✅ Рекомендовать,42
4800400347525.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,982566.0,25194.0,Сформировано поручение,0.948579180542027,94.9,✅ Рекомендовать,230
5701000353293.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,400820.0,70.0,Одобрена,0.9485754704082741,94.9,✅ Рекомендовать,149
2200100376213.0,Костанайская область,Костанайский район,Субсидирование в скотоводстве,750000.0,300.0,Исполнена,0.9485718411039091,94.9,✅ Рекомендовать,350
1300100303490.0,Западно-Казахстанская область,Бокейординский район,Субсидирование в скотоводстве,4560000.0,15000.0,Исполнена,0.9485670673107222,94.9,✅ Рекомендовать,299
1300100301441.0,Западно-Казахстанская область,Бокейординский район,Субсидирование в скотоводстве,4500000.0,15000.0,Исполнена,0.9485670673107222,94.9,✅ Рекомендовать,299
4500300336145.0,Мангистауская область,Бейнеуский район,Субсидирование в коневодстве,125970.0,25194.0,Исполнена,0.9485412718393899,94.9,✅ Рекомендовать,231
4700400381468.0,Мангистауская область,Мангистауский район,Субсидирование в верблюдоводстве,255170.0,190.0,Исполнена,0.9485369977428506,94.9,✅ Рекомендовать,232
1900100374998.0,Костанайская область,Мендыкаринский район,Субсидирование в скотоводстве,623520.0,20.0,Исполнена,0.9485168804428512,94.9,✅ Рекомендовать,351
2200100376992.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,450000.0,300.0,Исполнена,0.9484997938461089,94.8,✅ Рекомендовать,352
5701000352749.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,17122070.0,70.0,Одобрена,0.9484880750845545,94.8,✅ Рекомендовать,150
1700100358860.0,область Жетісу,Каратальский район,Субсидирование в скотоводстве,23901120.0,45.0,Исполнена,0.9484732450872916,94.8,✅ Рекомендовать,147
1700100300987.0,область Жетісу,Каратальский район,Субсидирование в скотоводстве,24438600.0,45.0,Исполнена,0.9484732450872916,94.8,✅ Рекомендовать,147
1700100367558.0,область Жетісу,Каратальский район,Субсидирование в скотоводстве,22200975.0,45.0,Исполнена,0.9484732450872916,94.8,✅ Рекомендовать,147
2400100336038.0,Мангистауская область,Тупкараганский район,Субсидирование в скотоводстве,932178.0,25194.0,Исполнена,0.9484070964100347,94.8,✅ Рекомендовать,233
4800400337077.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,554268.0,25194.0,Исполнена,0.9484029485646486,94.8,✅ Рекомендовать,234
1700100371954.0,Акмолинская область,Целиноградский район,Субсидирование в скотоводстве,11165265.0,45.0,Сформировано поручение,0.9483913589405308,94.8,✅ Рекомендовать,38
4800400341465.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,529074.0,25194.0,Исполнена,0.9483841687089224,94.8,✅ Рекомендовать,235
4800400341025.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,529074.0,25194.0,Исполнена,0.9483841687089224,94.8,✅ Рекомендовать,235
2200100385747.0,Костанайская область,район Беимбета Майлина,Субсидирование в скотоводстве,518700.0,300.0,Исполнена,0.9482037590843775,94.8,✅ Рекомендовать,353
4000200340824.0,Мангистауская область,Каракиянский район,Субсидирование в овцеводстве,2248386.0,6298.0,Исполнена,0.9481961862397025,94.8,✅ Рекомендовать,237
4000200342205.0,Мангистауская область,Каракиянский район,Субсидирование в овцеводстве,2078340.0,6298.0,Сформировано поручение,0.9481961862397025,94.8,✅ Рекомендовать,237
4800400351561.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,554268.0,25194.0,Сформировано поручение,0.948187729489776,94.8,✅ Рекомендовать,239
4800400340613.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,554268.0,25194.0,Исполнена,0.948187729489776,94.8,✅ Рекомендовать,239
4800400346388.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,579462.0,25194.0,Сформировано поручение,0.948187729489776,94.8,✅ Рекомендовать,239
400100387525.0,область Абай,район Ақсуат,Субсидирование в скотоводстве,15600000.0,260000.0,Сформировано поручение,0.9481749602027083,94.8,✅ Рекомендовать,643
4800400343197.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,655044.0,25194.0,Исполнена,0.9481084435118086,94.8,✅ Рекомендовать,242
5701000370370.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,12490870.0,70.0,Одобрена,0.948046996521935,94.8,✅ Рекомендовать,151
5601000393035.0,Восточно-Казахстанская область,Уланский район,Субсидирование в птицеводстве,34223360.0,80.0,Одобрена,0.9480393695040923,94.8,✅ Рекомендовать,131
4800400343196.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,226746.0,25194.0,Исполнена,0.9480299905773995,94.8,✅ Рекомендовать,243
4500300348647.0,Мангистауская область,Бейнеуский район,Субсидирование в коневодстве,251940.0,25194.0,Сформировано поручение,0.9479807713026611,94.8,✅ Рекомендовать,244
4500300348508.0,Мангистауская область,Бейнеуский район,Субсидирование в коневодстве,251940.0,25194.0,Сформировано поручение,0.9479807713026611,94.8,✅ Рекомендовать,244
5701000272261.0,Акмолинская область,Целиноградский район,Субсидирование в птицеводстве,14431270.0,70.0,Исполнена,0.9479134643745354,94.8,✅ Рекомендовать,39
2200100382986.0,Карагандинская область,Абайский район,Субсидирование в скотоводстве,2700000.0,300.0,Отклонена,0.9478368566877095,94.8,✅ Рекомендовать,72
1200100311514.0,Кызылординская область,Сырдарьинский район,Субсидирование в скотоводстве,7110000.0,10000.0,Исполнена,0.9477788162054579,94.8,✅ Рекомендовать,53
11600200354360.0,область Абай,Абайский район,Субсидирование в овцеводстве,188000.0,4000.0,Исполнена,0.9477735163384622,94.8,✅ Рекомендовать,644
2400100337198.0,Мангистауская область,Мангистауский район,Субсидирование в скотоводстве,554268.0,25194.0,Исполнена,0.9477679462380977,94.8,✅ Рекомендовать,246
2200100398444.0,Костанайская область,Карасуский район,Субсидирование в скотоводстве,1350000.0,300.0,Исполнена,0.9477460075773617,94.8,✅ Рекомендовать,354
4500300338714.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,554268.0,25194.0,Исполнена,0.9477425573790093,94.8,✅ Рекомендовать,247
5601000302507.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,1255120.0,80.0,Одобрена,0.9477289277637562,94.8,✅ Рекомендовать,152
11500100379013.0,Павлодарская область,Экибастуз Г.А.,Субсидирование в скотоводстве,180000.0,15000.0,Одобрена,0.9476606562789749,94.8,✅ Рекомендовать,372
11500100376681.0,Акмолинская область,Целиноградский район,Субсидирование в скотоводстве,30000.0,15000.0,Сформировано поручение,0.947651133921239,94.8,✅ Рекомендовать,40
5701000267024.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,25340350.0,70.0,Одобрена,0.9476207072252562,94.8,✅ Рекомендовать,153
400100371305.0,область Жетісу,Каратальский район,Субсидирование в скотоводстве,4950000.0,150000.0,Исполнена,0.9476150428074689,94.8,✅ Рекомендовать,150
4800400379304.0,Мангистауская область,Мангистауский район,Субсидирование в верблюдоводстве,1209312.0,25194.0,Сформировано поручение,0.9475298327085283,94.8,✅ Рекомендовать,248
4800400338981.0,Мангистауская область,Мангистауский район,Субсидирование в верблюдоводстве,1209312.0,25194.0,Исполнена,0.9475298327085283,94.8,✅ Рекомендовать,248
5701000368564.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,771120.0,70.0,Одобрена,0.9474920866275504,94.7,✅ Рекомендовать,154
2400100344172.0,Мангистауская область,Каракиянский район,Субсидирование в скотоводстве,251940.0,25194.0,Исполнена,0.9473585442834983,94.7,✅ Рекомендовать,250
3100200383633.0,Туркестанская область,Отрарский район,Субсидирование в овцеводстве,260000.0,26000.0,Одобрена,0.9473175524900844,94.7,✅ Рекомендовать,346
3100200321857.0,Туркестанская область,Арысь Г.А.,Субсидирование в овцеводстве,240000.0,15000.0,Исполнена,0.9472968852853921,94.7,✅ Рекомендовать,347
400100351873.0,область Жетісу,Алакольский район,Субсидирование в скотоводстве,3000000.0,150000.0,Исполнена,0.9472645424448075,94.7,✅ Рекомендовать,151
2200100322760.0,Костанайская область,Аркалык Г.А.,Субсидирование в скотоводстве,2430000.0,200.0,Исполнена,0.9472345570995541,94.7,✅ Рекомендовать,355
11500100349619.0,Актюбинская область,Алгинский район,Субсидирование в скотоводстве,450000.0,15000.0,Исполнена,0.9471559003357298,94.7,✅ Рекомендовать,379
11500100379676.0,Актюбинская область,Алгинский район,Субсидирование в скотоводстве,465000.0,15000.0,Исполнена,0.9471559003357298,94.7,✅ Рекомендовать,379
4800400386100.0,Мангистауская область,Жанаозен Г.А.,Субсидирование в верблюдоводстве,1461252.0,25194.0,Сформировано поручение,0.9470799184523059,94.7,✅ Рекомендовать,251
11500100376654.0,Акмолинская область,Целиноградский район,Субсидирование в скотоводстве,45000.0,15000.0,Сформировано поручение,0.9470721492853966,94.7,✅ Рекомендовать,41
4800400341693.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,201552.0,25194.0,Исполнена,0.9470607698170629,94.7,✅ Рекомендовать,252
1900100325685.0,Восточно-Казахстанская область,район Алтай,Субсидирование в скотоводстве,403360.0,20.0,Исполнена,0.946978527343551,94.7,✅ Рекомендовать,132
1900100347243.0,область Жетісу,Ескельдинский район,Субсидирование в скотоводстве,868000.0,20.0,Исполнена,0.9469713897329606,94.7,✅ Рекомендовать,152
2200100268070.0,Павлодарская область,район Тереңкөл,Субсидирование в скотоводстве,6420000.0,200.0,Исполнена,0.9469033695907733,94.7,✅ Рекомендовать,373
4800400346018.0,Мангистауская область,Жанаозен Г.А.,Субсидирование в верблюдоводстве,1839162.0,25194.0,Сформировано поручение,0.946881023027288,94.7,✅ Рекомендовать,253
4500300343117.0,Мангистауская область,Каракиянский район,Субсидирование в коневодстве,251940.0,25194.0,Исполнена,0.946758984004891,94.7,✅ Рекомендовать,254
4500300361872.0,Мангистауская область,Каракиянский район,Субсидирование в коневодстве,251940.0,25194.0,Сформировано поручение,0.946758984004891,94.7,✅ Рекомендовать,254
4500300361791.0,Мангистауская область,Каракиянский район,Субсидирование в коневодстве,251940.0,25194.0,Сформировано поручение,0.946758984004891,94.7,✅ Рекомендовать,254
4000200355698.0,Мангистауская область,Актау Г.А.,Субсидирование в овцеводстве,2544392.0,6298.0,Сформировано поручение,0.9467395492852321,94.7,✅ Рекомендовать,257
1900100333700.0,Костанайская область,Мендыкаринский район,Субсидирование в скотоводстве,1021160.0,20.0,Исполнена,0.9467103805966279,94.7,✅ Рекомендовать,356
11500100402047.0,Актюбинская область,Алгинский район,Субсидирование в скотоводстве,825000.0,15000.0,Одобрена,0.9466421540942179,94.7,✅ Рекомендовать,381
4800400338862.0,Мангистауская область,Мангистауский район,Субсидирование в верблюдоводстве,856596.0,25194.0,Исполнена,0.9466249439587562,94.7,✅ Рекомендовать,258
2400100338534.0,Мангистауская область,Мангистауский район,Субсидирование в скотоводстве,680238.0,25194.0,Исполнена,0.946594456017931,94.7,✅ Рекомендовать,259
2200100321975.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,1436200.0,200.0,Исполнена,0.9465716740891836,94.7,✅ Рекомендовать,357
4500300355003.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,680238.0,25194.0,Сформировано поручение,0.9465685289082901,94.7,✅ Рекомендовать,260
4500300338541.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1083342.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
4500300336593.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1108536.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
4500300336808.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1133730.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
4500300345364.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1158924.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
4500300337634.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1083342.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
4500300336737.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,1133730.0,25194.0,Исполнена,0.9465338213546326,94.7,✅ Рекомендовать,261
5601000353416.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,1213520.0,80.0,Одобрена,0.9465191203467166,94.7,✅ Рекомендовать,155
4800400384068.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,629850.0,25194.0,Сформировано поручение,0.9461917683483337,94.6,✅ Рекомендовать,267
4800400349884.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,629850.0,25194.0,Сформировано поручение,0.9461917683483337,94.6,✅ Рекомендовать,267
2200100309959.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,2469400.0,200.0,Отклонена,0.9461563271511771,94.6,✅ Рекомендовать,358
2200100322521.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,2292000.0,200.0,Исполнена,0.9461563271511771,94.6,✅ Рекомендовать,358
1200100293994.0,Западно-Казахстанская область,Казталовский район,Субсидирование в скотоводстве,9450000.0,10000.0,Исполнена,0.946126768893504,94.6,✅ Рекомендовать,301
4000200367015.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,825038.0,6298.0,Сформировано поручение,0.946124823169531,94.6,✅ Рекомендовать,269
4000200342372.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,705376.0,6298.0,Сформировано поручение,0.946124823169531,94.6,✅ Рекомендовать,269
4800400345147.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,629850.0,25194.0,Сформировано поручение,0.9461031921368231,94.6,✅ Рекомендовать,271
4800400362255.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,629850.0,25194.0,Сформировано поручение,0.9461031921368231,94.6,✅ Рекомендовать,271
4000200379301.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,138556.0,6298.0,Сформировано поручение,0.9460536152841352,94.6,✅ Рекомендовать,273
1700100397725.0,Восточно-Казахстанская область,Уланский район,Субсидирование в скотоводстве,1688985.0,45.0,Одобрена,0.9460443201830371,94.6,✅ Рекомендовать,133
4800400339039.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,226746.0,25194.0,Исполнена,0.9460299132867407,94.6,✅ Рекомендовать,274
2200100272125.0,Костанайская область,район Беимбета Майлина,Субсидирование в скотоводстве,1811400.0,200.0,Исполнена,0.9460243989856817,94.6,✅ Рекомендовать,360
2400100353405.0,Мангистауская область,Тупкараганский район,Субсидирование в скотоводстве,25194.0,25194.0,Исполнена,0.9460188956119624,94.6,✅ Рекомендовать,275
1400100357323.0,Костанайская область,Денисовский район,Субсидирование в скотоводстве,1500000.0,10000.0,Исполнена,0.9460002071591688,94.6,✅ Рекомендовать,361
4500300359197.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,655044.0,25194.0,Сформировано поручение,0.9459989113861698,94.6,✅ Рекомендовать,276
4500300339190.0,Мангистауская область,Мангистауский район,Субсидирование в коневодстве,957372.0,25194.0,Исполнена,0.9459906449365656,94.6,✅ Рекомендовать,277
1800100384604.0,Восточно-Казахстанская область,Уланский район,Субсидирование в скотоводстве,4914750.0,30.0,Исполнена,0.9459072920992754,94.6,✅ Рекомендовать,134
5601000302357.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,20147920.0,80.0,Одобрена,0.9458824102062973,94.6,✅ Рекомендовать,156
5601000282205.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,20378320.0,80.0,Одобрена,0.9458824102062973,94.6,✅ Рекомендовать,156
3100200358721.0,Туркестанская область,район Сауран,Субсидирование в овцеводстве,5760000.0,15000.0,Одобрена,0.9458628232438169,94.6,✅ Рекомендовать,348
3100200262488.0,область Абай,Аягозский район,Субсидирование в овцеводстве,5970000.0,15000.0,Исполнена,0.9458480001985745,94.6,✅ Рекомендовать,645
3100200364944.0,область Абай,Аягозский район,Субсидирование в овцеводстве,5850000.0,15000.0,Исполнена,0.9458480001985745,94.6,✅ Рекомендовать,645
2000100397411.0,Костанайская область,Костанайский район,Субсидирование в скотоводстве,71300.0,20.0,Исполнена,0.9458407411355413,94.6,✅ Рекомендовать,362
5601000300822.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,8931440.0,80.0,Отклонена,0.9458091119136177,94.6,✅ Рекомендовать,158
5601000328660.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,9046480.0,80.0,Одобрена,0.9458091119136177,94.6,✅ Рекомендовать,158
5601000269679.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,8888720.0,80.0,Одобрена,0.9458091119136177,94.6,✅ Рекомендовать,158
2200100297218.0,Костанайская область,Костанайский район,Субсидирование в скотоводстве,921000.0,200.0,Исполнена,0.9458052576224065,94.6,✅ Рекомендовать,363
4800400336168.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,151164.0,25194.0,Исполнена,0.9457955785838486,94.6,✅ Рекомендовать,278
4000200359188.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,340092.0,6298.0,Сформировано поручение,0.9457099861320388,94.6,✅ Рекомендовать,279
4000200337622.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,358986.0,6298.0,Исполнена,0.9457099861320388,94.6,✅ Рекомендовать,279
5501000373669.0,Туркестанская область,Сарыагашский район,Субсидирование в птицеводстве,3060000.0,60.0,Одобрена,0.9456980696022614,94.6,✅ Рекомендовать,349
400100337844.0,Туркестанская область,Келесский район,Субсидирование в скотоводстве,23100000.0,150000.0,Исполнена,0.9456425526777817,94.6,✅ Рекомендовать,350
4800400341443.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,176358.0,25194.0,Исполнена,0.9456399511145925,94.6,✅ Рекомендовать,281
4800400339189.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,176358.0,25194.0,Исполнена,0.9456399511145925,94.6,✅ Рекомендовать,281
4800400359893.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,176358.0,25194.0,Сформировано поручение,0.9456399511145925,94.6,✅ Рекомендовать,281
4000200355808.0,Мангистауская область,Тупкараганский район,Субсидирование в овцеводстве,1278494.0,6298.0,Отклонена,0.9455221687705646,94.6,✅ Рекомендовать,284
4000200353128.0,Мангистауская область,Тупкараганский район,Субсидирование в овцеводстве,1284792.0,6298.0,Сформировано поручение,0.9455221687705646,94.6,✅ Рекомендовать,284
400100376384.0,область Жетісу,Аксуский район,Субсидирование в скотоводстве,9000000.0,150000.0,Исполнена,0.9455112201076546,94.6,✅ Рекомендовать,153
5901000301678.0,Мангистауская область,Тупкараганский район,Субсидирование в птицеводстве,11167500.0,50.0,Исполнена,0.9455052691616407,94.6,✅ Рекомендовать,286
5601000395406.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,218960.0,80.0,Одобрена,0.9454376335992007,94.5,✅ Рекомендовать,161
4500300356845.0,Мангистауская область,Жанаозен Г.А.,Субсидирование в коневодстве,2720952.0,25194.0,Сформировано поручение,0.945384100157805,94.5,✅ Рекомендовать,287
1700100313601.0,Акмолинская область,Аккольский район,Субсидирование в скотоводстве,9687645.0,45.0,Сформировано поручение,0.9453521617251893,94.5,✅ Рекомендовать,42
1200100324573.0,Кызылординская область,Аральский район,Субсидирование в скотоводстве,300000.0,10000.0,Отклонена,0.9453447007497413,94.5,✅ Рекомендовать,54
1400100359636.0,Костанайская область,Костанайский район,Субсидирование в скотоводстве,1000000.0,10000.0,Исполнена,0.9453421519303375,94.5,✅ Рекомендовать,364
11600200350001.0,область Абай,район Ақсуат,Субсидирование в овцеводстве,800000.0,4000.0,Исполнена,0.945307722625545,94.5,✅ Рекомендовать,647
2400100342085.0,Мангистауская область,Бейнеуский район,Субсидирование в скотоводстве,277134.0,25194.0,Исполнена,0.9452661181510928,94.5,✅ Рекомендовать,288
4000200346881.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,661290.0,6298.0,Сформировано поручение,0.9452463174266882,94.5,✅ Рекомендовать,289
5601000278601.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,186880.0,80.0,Одобрена,0.9451912233354817,94.5,✅ Рекомендовать,162
11500100388009.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,15000.0,Сформировано поручение,0.9451748455520171,94.5,✅ Рекомендовать,648
11500100387982.0,область Абай,Абайский район,Субсидирование в скотоводстве,450000.0,15000.0,Сформировано поручение,0.945051547550189,94.5,✅ Рекомендовать,649
4800400339757.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,680238.0,25194.0,Исполнена,0.9449721899550035,94.5,✅ Рекомендовать,290
4800400337549.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,680238.0,25194.0,Исполнена,0.9449721899550035,94.5,✅ Рекомендовать,290
4800400352977.0,Мангистауская область,Бейнеуский район,Субсидирование в верблюдоводстве,680238.0,25194.0,Сформировано поручение,0.9449721899550035,94.5,✅ Рекомендовать,290
2400100376297.0,Мангистауская область,Тупкараганский район,Субсидирование в скотоводстве,201552.0,25194.0,Исполнена,0.9449436897582639,94.5,✅ Рекомендовать,293
5601000399940.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,115360.0,80.0,Одобрена,0.944920030415219,94.5,✅ Рекомендовать,163
700100306338.0,область Жетісу,Аксуский район,Субсидирование в скотоводстве,4650000.0,150000.0,Исполнена,0.9448892860629958,94.5,✅ Рекомендовать,154
4800400350894.0,Мангистауская область,Каракиянский район,Субсидирование в верблюдоводстве,982566.0,25194.0,Отклонена,0.9448811277106636,94.5,✅ Рекомендовать,294
4000200344391.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,125960.0,6298.0,Сформировано поручение,0.9448558619802565,94.5,✅ Рекомендовать,295
2400100387885.0,Мангистауская область,Мунайлинский район,Субсидирование в скотоводстве,1436058.0,25194.0,Сформировано поручение,0.9447879707109788,94.5,✅ Рекомендовать,296
4500300348470.0,Мангистауская область,Тупкараганский район,Субсидирование в коневодстве,3023280.0,25194.0,Сформировано поручение,0.9447722678852009,94.5,✅ Рекомендовать,297
11500100355067.0,Павлодарская область,Павлодарский район,Субсидирование в скотоводстве,765000.0,15000.0,Одобрена,0.9447595148701354,94.5,✅ Рекомендовать,374
400100332756.0,Туркестанская область,Келесский район,Субсидирование в скотоводстве,33750000.0,150000.0,Исполнена,0.9447529347679614,94.5,✅ Рекомендовать,351
4000200343634.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,144854.0,6298.0,Сформировано поручение,0.944752258655131,94.5,✅ Рекомендовать,298
5601000280695.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,44640.0,80.0,Одобрена,0.944750571291167,94.5,✅ Рекомендовать,164
5601000300833.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,44800.0,80.0,Одобрена,0.944750571291167,94.5,✅ Рекомендовать,164
4500300355615.0,Мангистауская область,Бейнеуский район,Субсидирование в коневодстве,277134.0,25194.0,Сформировано поручение,0.9446441186981838,94.5,✅ Рекомендовать,299
4500300338979.0,Мангистауская область,Бейнеуский район,Субсидирование в коневодстве,277134.0,25194.0,Исполнена,0.9446441186981838,94.5,✅ Рекомендовать,299
3100200370132.0,Туркестанская область,Отрарский район,Субсидирование в овцеводстве,10710000.0,15000.0,Одобрена,0.944615889900069,94.5,✅ Рекомендовать,352
1800100371510.0,Восточно-Казахстанская область,Уланский район,Субсидирование в скотоводстве,4599000.0,30.0,Исполнена,0.9446158242066347,94.5,✅ Рекомендовать,135
1700100280302.0,Жамбылская область,Кордайский район,Субсидирование в скотоводстве,6844500.0,45.0,Одобрена,0.9446027045199291,94.5,✅ Рекомендовать,43
5601000303323.0,Алматинская область,Енбекшиказахский район,Субсидирование в птицеводстве,9314720.0,80.0,Одобрена,0.9445391506098052,94.5,✅ Рекомендовать,166
1500100375937.0,Павлодарская область,Павлодарский район,Субсидирование в скотоводстве,77350.0,5000.0,Одобрена,0.9445327056068629,94.5,✅ Рекомендовать,375
3100200357098.0,Туркестанская область,Казыгуртский район,Субсидирование в овцеводстве,6000000.0,15000.0,Исполнена,0.9444535651593007,94.4,✅ Рекомендовать,353
1900100281779.0,область Жетісу,Алакольский район,Субсидирование в скотоводстве,954480.0,20.0,Исполнена,0.9444212428100173,94.4,✅ Рекомендовать,155
11500100366423.0,Павлодарская область,Павлодарский район,Субсидирование в скотоводстве,30000.0,15000.0,Одобрена,0.9443314699822064,94.4,✅ Рекомендовать,376
1400100347062.0,Восточно-Казахстанская область,Шемонаихинский район,Субсидирование в скотоводстве,1750000.0,10000.0,Сформировано поручение,0.9442106812207767,94.4,✅ Рекомендовать,136
5701000353062.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,6089720.0,70.0,Одобрена,0.9441244059581296,94.4,✅ Рекомендовать,167
4000200337747.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,516436.0,6298.0,Исполнена,0.9441089340491804,94.4,✅ Рекомендовать,301
1700100349045.0,Восточно-Казахстанская область,Глубоковский район,Субсидирование в скотоводстве,9259740.0,45.0,Сформировано поручение,0.944093445453425,94.4,✅ Рекомендовать,137
700100387222.0,Павлодарская область,Павлодарский район,Субсидирование в скотоводстве,350000.0,260000.0,Одобрена,0.9440271355754444,94.4,✅ Рекомендовать,377
1101100399970.0,область Жетісу,Сарканский район,Субсидирование затрат по искусственному осеменению,245000.0,5000.0,Исполнена,0.9440104990085799,94.4,✅ Рекомендовать,156
700100282686.0,область Жетісу,Аксуский район,Субсидирование в скотоводстве,3150000.0,150000.0,Исполнена,0.9439434032154567,94.4,✅ Рекомендовать,157
4000200337950.0,Мангистауская область,Мангистауский район,Субсидирование в овцеводстве,560522.0,6298.0,Исполнена,0.9438971866784917,94.4,✅ Рекомендовать,302
1900100329121.0,Восточно-Казахстанская область,Уланский район,Субсидирование в скотоводстве,2235000.0,20.0,Исполнена,0.9437821703507537,94.4,✅ Рекомендовать,138
1700100261828.0,Акмолинская область,Бурабайский район,Субсидирование в скотоводстве,7909560.0,45.0,Исполнена,0.943761226117634,94.4,✅ Рекомендовать,43
1900100268072.0,Акмолинская область,Бурабайский район,Субсидирование в скотоводстве,208880.0,20.0,Исполнена,0.9437079248357834,94.4,✅ Рекомендовать,44
